Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Solomon Islands,SLB,57.072,64.108,67.703,67.959,68.203,68.445,68.689,68.931,69.171,69.409,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Somalia,SOM,46.95,52.484,54.629,54.971,55.313,55.655,55.997,56.339,56.681,57.022,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,South Africa,ZAF,65.939,58.047,53.34,54.084,55.059,56.144,57.2,58.122,58.833,59.298,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,South Sudan,SSD,44.957,50.476,53.123,53.609,54.124,54.656,55.192,55.714,56.212,56.681,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Spain,ESP,80.51,82.5,84.1,84.3,84.6,84.7,85.6,85.5,86.1,86.1,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Sri Lanka,LKA,73.229,74.912,77.885,77.883,77.88,77.899,77.95,78.028,78.126,78.247,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,St. Lucia,LCA,73.488,73.332,76.28,76.674,76.994,77.239,77.42,77.565,77.697,77.825,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,St. Martin (French part),MAF,77.8,80.3,81.5,81.7,81.9,82,82.2,82.3,82.5,82.6,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,St. Vincent and the Grenadines,VCT,72.359,73.034,73.908,74.085,74.268,74.451,74.629,74.799,74.958,75.106,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Sudan,SDN,57.049,59.887,62.491,62.889,63.287,63.677,64.05,64.399,64.719,65.011,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Suriname,SUR,70.951,71.471,72.92,73.197,73.457,73.692,73.901,74.09,74.266,74.43,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Swaziland,SWZ,60.975,49.228,46.525,47.038,47.525,47.915,48.162,48.278,48.29,48.211,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Sweden,SWE,80.4,82,83,83.2,83.4,83.5,83.8,83.6,83.8,83.8,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Switzerland,CHE,80.71,82.6,84.2,84.4,84.4,84.5,85,84.9,85,85,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Syrian Arab Republic,SYR,71.229,74.919,77.099,77.105,77.009,76.846,76.667,76.523,76.453,76.475,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Tajikistan,TJK,66.087,67.673,70.715,71.176,71.613,72.012,72.366,72.675,72.942,73.169,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Tanzania,TZA,51.487,51.06,58.759,60.125,61.475,62.755,63.909,64.911,65.748,66.418,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Thailand,THA,73.439,74.516,76.363,76.656,76.917,77.144,77.341,77.52,77.694,77.865,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Timor-Leste,TMP,50.113,60.608,67.181,67.83,68.367,68.804,69.163,69.474,69.768,70.059,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Togo,TGO,57.132,54.301,56.129,56.682,57.298,57.951,58.612,59.253,59.852,60.399,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Tonga,TON,71.123,72.8,74.593,74.794,74.982,75.16,75.328,75.491,75.65,75.808,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Trinidad and Tobago,TTO,70.946,72.379,72.928,73.065,73.219,73.386,73.558,73.726,73.884,74.029,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Tunisia,TUN,72.1,74.7,76.2,76.3,76.5,76.6,76.7,76.3,76.4,76.5,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Turkey,TUR,68.027,73.786,76.723,77.039,77.322,77.58,77.818,78.047,78.273,78.502,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Turkmenistan,TKM,66.469,67.898,68.867,69.016,69.166,69.316,69.466,69.613,69.759,69.902,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Uganda,UGA,47.25,47.555,54.593,55.471,56.291,57.069,57.839,58.625,59.44,60.276,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Ukraine,UKR,74.9,73.55,74.22,74.28,74.86,75.5,75.88,76.02,76.22,76.37,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,United Arab Emirates,ARE,72.995,75.584,77.238,77.431,77.617,77.799,77.977,78.152,78.324,78.495,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,United Kingdom,GBR,78.8,80.2,81.6,81.7,82.1,82.4,83,82.8,82.9,82.9,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,United States,USA,78.8,79.3,80.6,80.6,80.9,81,81.1,81.2,81.3,81.4,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Uruguay,URY,76.381,78.488,79.646,79.794,79.941,80.086,80.229,80.368,80.503,80.634,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Uzbekistan,UZB,69.953,70.268,70.903,71.007,71.123,71.251,71.387,71.526,71.666,71.803,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Vanuatu,VUT,64.673,69.319,71.913,72.239,72.558,72.868,73.169,73.459,73.738,74.005,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,"Venezuela, RB",VEN,72.68,76.394,77.677,77.75,77.831,77.93,78.048,78.179,78.32,78.47,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Vietnam,VNM,75.072,78.122,79.572,79.731,79.879,80.015,80.142,80.259,80.37,80.475,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Virgin Islands (U.S.),VIR,78.736,80,82,82.1,82.3,82.4,82.6,82.7,82.8,83,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,West Bank and Gaza,WBG,69.633,72.464,73.719,73.892,74.063,74.234,74.406,74.581,74.759,74.94,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,"Yemen, Rep.",YEM,59.31,61.89,63.307,63.561,63.836,64.124,64.417,64.701,64.969,65.217,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Zambia,ZMB,46.33,44.121,53.227,54.782,56.236,57.566,58.779,59.904,60.965,61.956,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Zimbabwe,ZWE,61.176,41.188,44.041,45.889,47.954,50.156,52.425,54.69,56.872,58.892,..,..
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,
Last Updated: 10/14/2016,,,,,,,,,,,,,,,
